Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
129885.0,-1.784817636,0.470915658,0.435255961,-0.064675692,-0.115652685,-0.741705094,2.022482474,1.673268449,-0.177608916,1.07977723,0.646102265,1.108607165,-0.317035726,0.364275547,-1.223036214,1.009665538,0.369119256,-0.278531214,-0.141724349,0.25094752,0.550607268,0.796368022,0.250340092,-0.577321753,1.414552857,-1.273945952,-2.577385284,0.246451911,69.51594181,0
5440.0,0.400372102,-1.874751056,-1.164320535,1.064430234,-0.096427704,0.412752384,-0.779068325,-0.068005743,-0.049528208,-1.150733597,0.575074919,1.096978721,2.125093642,-0.424637907,-1.35533633,-1.643591621,1.809152624,-1.302149391,-0.276389111,-0.509695925,0.848031473,-0.17377592,-0.582222844,-0.156776866,1.755593402,0.275946749,1.373148452,0.492126799,66.26398451,0
160260.0,1.155353603,-1.347807181,1.81386277,0.686663627,-1.50061622,-1.334761628,1.436949266,-0.421985668,-0.442078951,2.09083978,-1.678389154,0.150819948,0.010338958,-0.907183962,-0.960639867,-1.301816776,1.926514949,1.023511293,0.275556547,-0.153814191,1.088095091,0.629125143,-0.499288415,-0.383197766,-0.147579293,-0.728563908,-1.547433251,-0.992578794,119.5490595,0
94444.0,-1.701540932,-1.001578654,0.33532479,-0.712392091,-1.194967959,0.164405169,1.268337882,0.605996782,1.33841854,1.148235238,-1.265911466,-0.766695188,-0.656188564,3.406856239,-1.346815051,-1.221863966,0.318220215,0.235196978,-0.077431403,0.395005842,-0.922408704,2.090836935,-0.775890249,-1.346384904,0.753187444,0.176692906,0.748310787,0.846698376,105.3454635,0
152703.00686447782,0.9003060758291609,0.8990876814993783,0.1091179539955257,-0.05316711049519347,-0.08740649640596253,-0.3813368360087041,-1.5178959906593845,0.5103130711663103,0.14604542131791487,0.15445881882687157,0.5682402690536227,1.2260869656528746,-0.23115813355035952,0.15199358889475728,0.7550045484716006,0.8079233597522474,-0.08087263713305849,0.768681475455981,0.21531896316247826,1.2148258069893514,0.11589899766718952,0.04572044484413378,-0.9759920874465229,1.3753394344738823,0.30421594108305555,0.8532706665894769,0.6328512781774488,-1.6198133988537524,150.4271929715155,1
8113.994700469051,0.9077754477709445,1.7261051979939346,1.0494637290868554,0.7430395158572969,-1.5875827289765208,-0.10116495977400487,-0.399546507977513,1.0555215166492966,-0.015578580671814,1.0382268346831227,0.11821945070506648,-0.3833320172812776,-0.5001560735561164,-1.4329649630404357,1.9905155061060475,0.25119614137985297,0.07590783481804615,0.410819883357365,0.885725726728341,0.3763693229437073,0.39515308364277174,1.6620046230956111,0.37497526420436245,1.6190512805365351,1.1494489997616553,0.23463085509764484,-0.2673062368960142,-0.10690925171326861,84.62570981927672,1
42750.99745506098,0.8937894072257557,0.5337647446448764,-0.8525226328274377,-3.113995078919308,0.537977212601135,-0.4477363125887397,0.40995594286600456,-0.4205097428645961,0.6183552449704042,0.18711428303935468,-1.1704722345829577,0.8373003895602062,2.004892423484037,-1.4922469957278655,0.7514451708527502,-0.11523230754845953,-0.7142203655457234,1.2106067420560442,-0.34139363714060167,-1.3440759196177576,1.3102549507182792,0.34113844813070876,-0.22679090594542417,1.8033230214554519,2.4509361611534053,-1.0320842552612821,0.9741738507097343,1.8193816225853567,190.0669826831917,1
80389.0,0.476052562,-0.250731831,-1.523207616,0.010458396,0.246055631,-0.49308893,-0.521274951,0.667408142,0.762191263,1.531318554,-1.000120311,0.038786476,1.156368613,-0.727502268,-0.927358291,-2.01359129,-0.131509938,0.32225111,-0.025671291,0.026400885,-0.783936955,0.529714945,0.433064723,1.158366797,0.455014975,-0.226226764,0.572310765,-0.550021727,100.6845673,0
39109.0,0.391430145,-0.034881747,1.834293262,-1.440657035,-3.008657903,-1.591757565,1.804409003,0.537416799,-0.782710107,1.394926211,0.916913659,-0.23866897,-1.148564836,-2.059906251,-1.561922508,0.343192592,0.048475667,0.761925778,0.657645632,-0.318414376,0.872885275,-1.516013157,-0.032337708,1.27795759,-0.231338812,-0.858331027,-0.61305832,1.37590208,110.1855317,0
57776.00290751141,-2.821759380992231,0.5515007996132189,-0.21285771822007532,-0.14977449989695302,0.8331871603101859,0.11025631878776951,-1.623225461570014,-1.5163182791918703,-0.7795650999603556,-1.0503111222436632,-1.674803769054451,0.18699682252447994,-0.018132302021709987,-1.5438140642159086,-0.08548490713202124,1.424010507753452,-0.7771656180228662,1.543436053881003,0.7909431315977143,-1.6272683661017393,-0.5715824761551034,1.013703448400483,-0.7632225626225762,-0.45518697986521856,0.5178293361592616,-1.4502222299001526,0.2627562367889085,-0.832009438467074,197.05269422351034,1
